"X" 	"Y"
0 	2300
98459.681589469503 	2331.4000000000001
142907.88103505599 	2358.6999999999998
197983.598439825 	2386.3000000000002
296421.78101870802 	2471.1999999999998
398107.17055349698 	2529.5
494745.69336460601 	2559.0999999999999
596047.538592714 	2559.0999999999999
696140.06460145698 	2559.0999999999999
788186.90190878604 	2529.5
906365.50970733003 	2442.5999999999999
979515.32684931101 	2386.4000000000001
1091948.7291590299 	2277.6999999999998
1275316.49682336 	2051
1634869.7045064201 	1480.2
2128579.5608939198 	1007.8
2858773.6817895998 	603.60000000000002
4022484.5253081098 	303.60000000000002
6408281.3827388603 	101.56
9301207.3439566605 	40
11205679.6403889 	25.399999999999999
