"X" 	"Y"
0 	3000
100000 	3012.4000000000001
136310.448886203 	3047.6999999999998
197680.63413561499 	3083.4000000000001
300316.00312601897 	3119.5999999999999
396875.88266304502 	3230.5
492975.24567971501 	3384.5999999999999
593666.57939024898 	3758.6999999999998
651480.38640507997 	3847.3000000000002
714924.35081395099 	3984.0999999999999
784546.76157962705 	3984.0999999999999
874387.69215689099 	3938
944792.25153888797 	3847.3000000000002
1052983.39990274 	3629.5999999999999
1155527.4560871499 	3230.5
1307952.36732598 	2744.4000000000001
1435326.3991046201 	2251.3000000000002
1810704.3028847401 	1031.5
2249147.4981506602 	401.5
2666913.73835477 	201.90000000000001
3808180.18358282 	66.700000000000003
5696464.3155421801 	21.300000000000001
